SubName,SubAddress,SubEmail,SubTrait,SubPhoneNumber,InvitationStatus,BidStatus,QuoteRecieved,Project,ProjectAddress
"BRIAN DEVRIES CONSTRUCTION, INC.",3440 W WARNER AVE SUITE L,JENN@DEVRIESCONCOM,CEMENT MASONS,(949) 364 3816,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
BT CONCRETE INC,,,CONCRETE,(661) 440 1476,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"BUILDER SERVICES GROUP, INC.",475 N WILLIAMSON BLVD,LICENSEHELP@TRUTEAMCOM,"ASBESTOS, LABORERS",(386) 763 8787,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
BUTCH POPE CONSTRUCTION,730 GARRETT LANE,BUTCHPOPE@BUTCHPOPECONSTRUCTIONCOM,LABORERS,(805) 343-6897,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
C & W CONSTRUCTION SPECIALTIES INC,2419 PALMA DRIVE,NoEmail@mailcom,LABORERS,(805) 642 0204,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
C M C REBAR,12451 ARROW ROUTE,bryan.folsom@cmc.com,STRUCTURAL STEEL,(909) 713 1152,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"C&S CONSTRUCTION 1, INC.",398 HIGHLAND DRIVE,ERIN@CSCONSTRUCTION1INCCOM,CARPENTERS,(805) 938 0753,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CAL STRIPE, INC.",2040 E STEEL RD,grivers@calstripe.com,LABORERS,(909) 884-7170,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CALBURREY ROOFING,5090 SANTA SUSANA AVE,kevin@vetnationalmail.com,ROOFING,(805)-705-8853,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CALIFORNIA PRO PAINTING INC,P O BOX 6195,mike@calpropaint.com,PAINTERS,(805) 922 3706,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CALIFORNIA PRO PAINTING, INC",603 E OAK STREET,MSJEANETTE@CALPROPAINTCOM,PAINTERS,(805) 922-3706,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CALIFORNIA PRO PAINTING, INC",603 E OAK STREET,MSJEANETTE@CALPROPAINTCOM,PAINTERS,(805) 922 3706,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CALIFORNIA WOODWORKING INC,1726 IVES AVE,SUSAN@CALWOODINCCOM,CARPENTERS,(805) 982 9090,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CALIFORNIA WOODWORKING INC,1726 IVES AVE,SUSAN@CALWOODINCCOM,CARPENTERS,(805) 982 9090,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CALMEX ENGINEERING, INC.",2750 S LILAC AVE,ASHLEYT@CALMEXUS,"OPERATING ENG, LABORERS",(909) 546-1311,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CAPITOL CARPET,,jay@capitolcarpetcompany.com,Drywall,(818) 783 6733,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CASE LAND SURVEYING, INC.",614 N ECKHOFF STREET,noemail@mailcom,LABORERS,(714) 628-8948,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CASE PACIFIC COMPANY,2121 ARDMORE ROAD,NoEmail@mailcom,LABORERS,(805) 237 8851,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CEILING EXPERTS, INC",1340 MAIN AVE,CEILINGEXPERTS@YAHOOCOM,LABORERS,(916) 365-2659,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CEILING EXPERTS, INC",1340 MAIN AVE,CEILINGEXPERTS@YAHOOCOM,LABORERS,(916) 527 8007,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CELL-CRETE CORPORATION, INC.",135 E RAILROAD AVENUE,MDURAN@CELL-CRETECOM,"LABORERS, CEMENT MASONS",(626) 357 3500,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CENTER GLASS CO. NO. 9,3910-A MARKET STREET,RGULDEN@centerglasscompanycom,GLAZIERS,(805) 642 0149,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CENTRAL COAST FENCE, INC.",540 S 4TH STREET,LAUREN@CENTRALCOASTFENCECOM,LABORERS,(805) 481 1460,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CENTRAL COAST PLAYGROUNDS INC,230 PINAL AVE,MATT@CENTRALCOASTPLAYGROUNDSCOM,CARPENTERS,(805) 934 1814,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CENTRAL COAST TRAFFIC SAFETY, INC.",2015 PREISKER LN STE F,JOSE@CENTRALCOASTTRAFFICSAFETYCOM,LABORERS,(805) 264-8807,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CENTRAL COAST WELDING, INC.",284 HIGUERA STREET,KRIS@CENTRALCOASTWELDINGCOM,LABORERS,(805) 545-9353,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CENTRAL DRYWALL, INC.",245 BECKETT PL,CENTRAL@CENTRALDRYWALLINCCOM,LABORERS,(805) 489-8052,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CENTRAL STRIPING SERVICE INC,3489 LUYUNG DRIVE,NoEmail@mailcom,LABORERS,(916) 635 5175,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CERTIFIED COATINGS COMPANY,2320 CORDELIA RD,NoEmail@mailcom,LABORERS,(707) 639 4414,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CERTIFIED TILE AND STONE INC.,14557 CALVERT ST,info@certifiedtileinc.com,TILE WORKERS,(818) 785-4088,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CFS Flooring,,cfsmontez@gmail.com,Flooring,(909) 367 8202,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CHAMPION HARDWARE, INC.",3203 PEGASUS DRIVE,LFRAYRE@CHAMPIONHARDWARECOM,LABORERS,(661) 399 7441,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CHANNEL COAST CORPORATION,879 S KELLOGG AVE,TINA@CHANNELCOASTCORPCOM,ASBESTOS,(805) 899 1227,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CHANNEL ISLANDS ROOFING INC,4155 NORTH SOUTHBANK ROAD,richard@ciroofingnet,ROOFERS,"(805) 485 1622, (805) 432 3670",Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CHRISP COMPANY,PO BOX 1368,NoEmail@mailcom,LABORERS,(510) 656 2840,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CLARIDGE PRODUCTS & EQUIPMENT, INC.",250 KLUG CIRCLE,calyxcustomerservice@claridgeproducts.com,CARPET/LINOLEUM,(951) 734-6262,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CLEAN LINES CABINETRY INC,647 EAST DONOVAN ROAD,randycarpediem@gmailcom,CARPENTERS,(805) 704 2340,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CLEAN LINES CABINETRY INC.,1360 W MCCOY #1,RANDY.CARPEDIEM@GMAILCOM,CARPENTERS,(805) 704 2340,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"COAST PAINTING, INC.",2125 FERNDALE ROAD,COASTPAINTING@GMAILCOM,"LABORERS, PAINTERS",(805) 904-9356,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
COASTAL DEMO INC.,166 N 9TH ST,NoEmail@mailcom,LABORERS,(805) 473-9451,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"COASTLINE COMMERCIAL SWEEPERS, INC.",1247 INSPIRATION POINT,COASTLINESWEEPERSINC@GMAILCOM,OPERATING ENG,(626) 627-2100  ,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
COAT MASTERS,,,PAINTING,(951) 413 0240,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"COLEMAN-PACIFIC, INC.",4820 ADOHR LANE STE D,CYNTHIA@COLEMAN-PACIFICCOM,ELECTRICIANS,(805) 529-1844,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Commercial Flooring Solutions (Flooring),,estimating@acramirez.com,Flooring,(805) 965 0095,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
COMMERCIAL FLOORING SOLUTIONS BY A C R,824 CACIQUE STREET,justin@acrameriazcom,CARPET/LINOLEUM,(805) 965 0095,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CONCRETE PREPARATION SYSTEMS WEST,18780 STATE STREET,rick@concreteprepsystemscom,LABORERS,(951) 738-1218,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"COOK ERECTORS, INC.",1601-J W CENTRAL AVENUE,GREG@CWELDSCOM,LABORERS,(805) 736-6606,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CRAIG ROOF COMPANY, INC.",132 GARDEN STREET #T1,"ryan@craigroof.com, paul@craigroof.com",ROOFERS,(805) 966-5331,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Crocker HVAC,,SAM@CROCKERAIR.COM,HVAC,805-965-6326,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"CVE CONTRACTING GROUP, INC.",4263 N SELLAND AVE,VALERIEO@CVECORPCM,PAINTERS,(619) 838-4035,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
DAVE BANG ASSOCIATES INCORPORATED OF CALIFORNIA,1885 N MAIN STREET,PETE@DAVEBANGCOM,LABORERS,(800) 669-2585,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DAVE SPURR EXCAVATING, INC.",2124 ARDMORE RD,SARA@SPURRCOCOM,CARPENTERS,(805) 238-0834,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DEEP BLUE INTEGRATION, INC.",3442 EMPRESA DRIVE SUITE A,service@deepblueintegration.com,PIPE TRADES,(888) 600-0324,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DEL SECCO DIAMOND CORE & SAW, INC.",3311 DEPOT ROAD,RENEE@DELSECCOCOM,OPERATING ENG,(510) 475 6313,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DELTA SPECIALTIES, INC.",1374 E TURNER RD SUITE A,CASSEY@DELTASPECIALTIESNET,"BRICKLAYERS, LABORERS",(209) 937 9650,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DERRICK'S ROOFING, INC.",94 LOPEZ ROAD SUITE C,OFFICE@DERRICKSROOFINGCOM,ROOFERS,(805) 681-9954,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DIVERSIFIED ASPHALT PRODUCTS, INC.",1227 NORTH OLIVE STREET,DIANNAD@DIVERSIFIEDASPHALTCOM,LABORERS,(714) 449 8666,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DIVERSIFIED PROJECT SERVICES INTERNATIONAL, INC.",5351 OLIVE DRIVE SUITE 100,CBOTTOMS@DPSIINCCOM,LABORERS,(661) 371 2800,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
DJM DRAPERY SERVICE,1375 N HAYES,JACOBMENDRIN22@GMAILCOM,CARPENTERS,(559) 353-4486,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DOMINGUEZ CONSTRUCTION,INC.",16158 ARROW HWY,RSL@DOMINGUEZCONSTCOM,"CEMENT MASONS, OPERATING ENG, CARPENTERS, LABORERS",(747) 577 0647,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DS GLASS & WINDOW, INC",4485 N SELLAND AVE,ALIA@DSGLASSANDWINDOWCOM,LABORERS,(559) 570-2191,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"DURST BUILDERS, INC.",26470 RUETHER AVE UNIT 101,JOHND@DURSTBUILDERSCOM,"CARPENTERS, DRYWALL/LATHERS, LABORERS",(661) 360 3721,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
EARTH SYSTEMS PACIFIC,720 AEROVISTA PLACE SUITE A,rdown@earthsystems.com,LABORERS,(805) 544 3276,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
EBERHARD ROOFING,15220 RAYMER STREET,hamparo@eberhardco.com,ROOFING,"(818) 402 7895, (818) 782 4604",Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
EDWARDS TECHNOLOGIES INC,139 MARYLAND ST,lisavitale@etiemailcom,SOUND/COMM,(310) 536-7070,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
EDWARDS VERNON CONSTRUCTORS INC,P O BOX 5849,kedwards@vedwardscom,"CARPENTERS, CEMENT MASONS, LABORERS, OPERATING ENG, STRUCTURAL STEEL",(805) 431 0372,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
ELECTRICRAFT INC,205 SOUTH STREET,jtreder@electricraftinccom,ELECTRICIANS,(805) 544 8224,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"ELITE LANDSCAPE CONSTRUCTION, INC.",2972 LARKIN AVENUE,MARISOLV@ELITETEAMOFFICESCOM,LABORERS,(559) 292-2900,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
ELLJAY ACOUSTICS INC,511 CAMERON ST,,CEILING,(714) 961 1586,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
EMPIRE ELECTRICAL SOLUTIONS INC,3940-7 BROAD STREET,whitney@empireesi.com,"LABORERS, ELECTRICIANS",(805) 550 4973,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"ENDEMIC ENVIRONMENTAL SERVICES, INC.",1100 W ARROYO DR,NoEmail@mailcom,LABORERS,(714) 869-6687,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"F&R INTERIOR WOODWORKS, INC.",535 W ALLEN AVENUE SUITE #19,FRANKFNRINTWW@VERIZONNET,"LABORERS, CARPENTERS",(909) 599 6634,Not Bidding,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FALCON ROOFING,13088 POTTS DR,falconroofingcompany@gmail.com,ROOFING,(805) 484 7400,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FAMCON PIPE AND SUPPLY OXNARD,,,UTILITIES,(805) 485 4350,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FDT STRUCTURAL SPECIALTIES LLC,110 CORPORATE PLACE,NoEmail@mailcom,LABORERS,(707) 652-2352,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FENCE FACTORY,821 MAULHARDT AVE,SBENNETT@FENCEFACTORYCOM,,(805) 644 7207,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FENCECORP INC,18440 VAN BUREN BLVD,NoEmail@mailcom,LABORERS,(951) 686 3170,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FERRARI DEVELOPMENT INC,1350 PRIMAVERA LANE,sferrari@ferraridevcom,ELECTRICIANS,(805) 929 1204,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FINISH LINE PAVING,,finishlinepaving@gmail.com,PAVING,(805) 351 0150,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Floor Connection,,info@pacificoundcontrol.com,Flooring,(310) 534 5655,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FLOOR CONNECTION INC,141 BRISCO ROAD,mpigeon@floorconnectioncom,"PLASTERERS, DRYWALL/LATHERS",(805) 481 2761,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"FLOOR IT, INC.",340 S PACIFIC ST,PHILFLOORIT@GMAILCOM,CARPET/LINOLEUM,(805) 720 1809,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"FLOORED TILE & STONE, INC.",7200 HELENA PLACE,GREG@FLOOREDTILECOM,TILE WORKERS,(909) 574 8090,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
FLYNN'S CLEANING AND PAINTING,P O BOX 7213,flynnspainting@aolcom,PAINTERS,(805) 922-2343,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"G&F CONCRETE CUTTING, INC.",13653 ALONDRA BLVD,M.PHILLIPS@GFCONCRETE.COM,LABORERS,(562) 229 0227,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"GARIBAY CONCRETE, INC.",1844 WADE CT,ROBERTG@GARIBAYCONCRETECOM,"ROOFERS, ROOFERS",(805) 723-5028,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GBT SHEET METAL,5715 THORNWOOD DRIVE,office@gbtsheetmetal.com,SHEET METAL,(805) 770-3872,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GIBSON ENTERPRISES INC.,358 F STREET,GIBSONOFFICE@ICLOUDCOM,SHEET METAL,(626) 960-2038,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"GOLDEN EMPIRE CONCRETE PRODUCTS, INC.",8261 MCCUTCHEN ROAD,ANNA@STRUCTURECASTCOM,LABORERS,(661) 325-6833,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"GOLDEN STATE BORING & PIPE JACKING, INC.",9119 SCHAEFER AVE,SOMMER@GOLDENSTATEBORINGCOM,"LABORERS, OPERATING ENG",(909) 930-5811,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GOLETA PLUMBING & MECHANICAL,90 SANTA FELICIA DRIVE,GOLETAPLUMBING@AOLCOM,PIPE TRADES,(805) 967-3502,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GONZALEZ LATH AND PLASTER INC,1861 FLORA WAY SANTA MARIA CA 93458,RHODAGONZALEZLATH@GMAILCOM,"CEMENT MASONS, CEMENT MASONS",(805) 757-0089,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GRANITE CONSTRUCTION COMPANY,5335 DEBBIE LANE,trace.burton@gcinc.com,LANDSCAPE,(805) 879 5308,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GREAT WESTERN INSTALLATIONS,975 S STATE HWY 89,TYLER@GWPARKCOM,"ASBESTOS, LABORERS, DRYWALL",(435) 245-5055,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GREENCOAST LANDSCAPES INC.,745 W VENTURA BLVD UNIT C,NoEmail@mailcom,"LABORERS, OPERATING ENG",(805) 248-5099,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GRIFFIN CONTRACT DEWATERING LLC,7040 JURUPA AVENUE,COMPLIANCE@GRIFFINDEWATERINGCOM,"LABORERS, OPERATING ENG",(713) 676 8000,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
GRIJALVA CONTRACTORS INC.,12700 ROSEDALE HIGHWAY #A,GARY@GC-INCUS,CEMENT MASONS,(661) 587-4067,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"GT COMMERCIAL CONCRETE, INC.",4550 RUNWAY STREET UNIT B,TODD@GTCCICOM,"CARPENTERS, CEMENT MASONS, LABORERS",(818) 621-3604,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"GUY SMITHSON PAINTING & DECORATING, INC.",5093 OLEANDER PL,PAINT4GUY@MSNCOM,PAINTERS,805-967-2331,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"H2I GROUP, INC.",430 INDUSTRIAL BLVD,LICENSES@H2IGROUPCOM,CARPENTERS,(612) 331 4880,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"HAMON OVERHEAD DOOR COMPANY, INC",3021 PROPELLER DR,OFFICE@HAMONOHDCOM,MILLWRIGHTS,(805) 238-0524,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HARBER COMPANIES INC,1880 E RIVERVIEW DRIVE,NoEmail@mailcom,LABORERS,(909) 478 1957,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"HARDY & HARPER, INC.",32 RANCHO CIRCLE,NoEmail@mailcom,LABORERS,(714) 444 1851,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HARTMANAIRE,139 ADWICK STREET,info.hartmanaire@gmail.com,AIR AND WATER BALANCE,(951) 479-6855,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"HERITAGE WINDOW COVERINGS, INC.",17902 GEORGETOWN LANE,bids@heritagewindowcoverings.com,LABORERS,(714) 842 4415,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HERNANDEZ DRYWALL INC,1135 MT WHITNEY WAY,bryant@HDZDRYWALLINC.COM,DRYWALL FINISHER,(805) 922 5836,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HIGH-LIGHT ELECTRIC INC.,1460 E COOLEY DR,estimating@hleincusa.com,LABORERS,(951) 352-9646,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"HILLSIDE DRILLING, INC.",539 S 11TH STREET,NoEmail@mailcom,LABORERS,(510) 234-6532,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HPS MECHANICAL,3100 E BELLE TERRACE,planroom@hpsmechanical.com,HVAC,(661) 397 2121,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"HUDDLESTON ELECTRIC, INC",375 PINE AVE STE 27,ANNEL@HUDDLESTONELECTRICCOM,"LABORERS, ELECTRICIANS",(805) 689-4267,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HUFCOR INC.,2380 E ARTESIA BLVD,RRAINEY@HUFCORCOM,"LABORERS, CARPENTERS",(562) 634-3116,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
HUMANN J D LANDSCAPING INC,PO BOX 2205,scott@jdhumannlandscapecom,LABORERS,(805) 925 7744,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
IDT FLOORING,541 W GRANT LINE RD #151,ALEXI@DTINDUSTRIALFLOORINGCOM,"LABORERS, FLOORING",(209) 362-9656,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
IMRAE CORPORATION,,info@imrae.com,PAINTERS,(951) 413 0240,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
INDEPENDENT CONCRETE CUTTING INC,3411 CAMINO DEL SOL,andre@icc-land.com,LABORERS,(805) 988 0016,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
IN-LINE CONSTRUCTION INLINE CONSTRUCTION,,,FENCING,,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"INSULATE SB, INC.",130 N CALLE CESAR CHAVEZ #40,CS@INSULATESBCOM,LABORERS,(805) 845-3999,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
INTEGRATED DEMOLITION AND REMEDIATION INC.,4938 E. LA PALMA AVE.,info@idrdemo.com,DEMOLITION,(714) 709 4729,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Integrated Fire & Safety (Fire Alarm/Controls),,dispatch@integratedfire.org,Fire/Alarm,(805) 648 5906,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
INTERSTATE REBAR INC,P O BOX 670,,SubContractor,(805) 643 6892,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
INTERSTATE STRIPING & SIGNS INC,1496 E AVENIDA DE LOS ARBOLES,trevor@interstatestripe.com,SubContractor,(805) 208 5925,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
IRONMAN INCORPORATION,20555 SUPERIOR STREET,,"STRUCTURAL STEEL, SHEET METAL",(818) 341 0980,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"J & M LAND RESTORATION, INC.",1640 JAMES ROAD,NoEmail@mailcom,LABORERS,(661) 872 8039,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"J AND D STEEL FABRICATION AND REPAIR, LP",2360 S WESTGATE RD,steven@gdfabandweld.com,"STRUCTURAL STEEL, LABORERS",(805) 928 9674,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"J GINGER MASONRY, LP",8188 LINCOLN AVE #100,SROCCO@JGINGERMASONRYCOM,LABORERS,(951) 688-5050,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"J. COLAVIN & SON, INC.",5323 ALHAMBRA AVE,RON@COLAVINCOM,TILE WORKERS,(323) 225 8212,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
J. DEAN BALLARD & SONS TILE & MARBLE CO.,3141 N ARGYLE,jimb@ballardtile.com,CARPET/LINOLEUM,(559) 291 9408,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
J.R. BARTO HEATING AC SM INC,155 SOUTH BROADWAY STREET,LAUREN@JRBARTOCOM,SHEET METAL,(805) 928-5486,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JARRETT FOUNDATIONS, INC",4518 WINTERS STREET,NoEmail@mailcom,LABORERS,(916) 371 8760,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JAV INC,75 ROBIN HILL RAOD,MICHAELD@JENSENAVCOM,LABORERS,(805) 962-0110,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JD HUMANN LANDSCAPING, INC.",545 E CLARK AVE SUITE A,KRISTI@JDHUMANNLANDSCAPECOM,LABORERS,(805) 925-7744,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JD HUMANN LANDSCAPING, INC.",545 E CLARK AVE SUITE A,KRISTI@JDHUMANNLANDSCAPECOM,,(805) 925-7744,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JEFFREY E. CULBERT,3055 MCMILLAN AVE #A,CHRISTY@CULBERTPLUMBINGCOM,"TILE WORKERS, CARPET/LINOLEUM, CARPET/LINOLEUM, TILE WORKERS",(805) 594-1020,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JMA Mechanical Corp. (Mechanical),,jarciniega@jma-mechanical.com,Mechanical,(805) 315 7210,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
